CLIENT,NODE_KEY,CITY,POSTAL_CODE,STREET,BUILDING,COUNTRY,ADDRESS_TYPE,VAL_START_DATE,VAL_END_DATE,LATITUDE,LONGITUDE
100,750531BCE7BA1EDF91EAE92F3C0F8C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C0FCC23,"Antioch, Illinois",60002,Tiffany Road,54,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C0FEC23,San Francisco,94101,Summerset Street,6,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C100C23,San Francisco,94101,Risel Avenue,35,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C102C23,San Francisco,94101,Winding Way,8,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C104C23,New York,10011,11th Avenue,17,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C106C23,San Francisco,94101,San Fernando Way,10,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C108C23,"Antioch, Illinois",60002,7th Avenue,32,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C10AC23,New York,10011,57th Avenue,19,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C10CC23,"Antioch, Illinois",60002,Fillmore Street,59,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C10EC23,London,EC1Y8SY,Castle Lane,25,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C110C23,London,EC1Y8SY,Wilton Road,24,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C112C23,London,EC1Y8SY,Flood Street,18,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C114C23,Berlin,10001,Drosselweg,28,DE,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C116C23,San Francisco,94101,Queens Boulevard,15,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C118C23,London,EC1Y 8SY,Claredon Street,38,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C11AC23,Berlin,14129,Eiderstedterweg,22,DE,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C11CC23,Berlin,10001,Waldhüterpfad,23,DE,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C11EC23,San Francisco,94101,Silver Avenue,16,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C120C23,San Francisco,94101,Panorama Drive,22,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C122C23,Berlin,10001,Motzstraße,33,DE,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C124C23,London,EC1Y8SY,Chester Street,27,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C126C23,New York,10011,21th Street,31,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C128C23,New York,10011,Lexington Avenue,29,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C12AC23,New York,10011,387th Street,30,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C12CC23,"Antioch, Illinois",60002,Grand Avenue,99,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C12EC23,New York,10011,Bleecker Street,32,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C130C23,San Francisco,94101,Fernwood Avenue,44,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C132C23,London,EC1Y8SY,Paradise Walk,26,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C134C23,London,EC1Y8SY,Warwick Square,35,GB,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C136C23,New York,10011,Park Avenue,43,US,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C138C23,Paris La Défense Cedex,92309,Rue de l'Oasis,66,FR,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C13AC23,Berlin,10001,Waldhüterpfad,34,DE,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C13CC23,Sainte-Foy-lès-Lyon,69110,Avenue Valioud,37,FR,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C13EC23,"Jongno-gu, Seoul",110-801,Gye-dong,133-13,FR,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C140C23,Hong Kong,0000,Shepherd St.,5,HK,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C142C23,Manila,1203,"Banuyo St., San Antonio Village, Makati City",9105,PH,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C144C23,"Konan, Shiga Prefecture",520-3234,4-Chome,137,JP,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C146C23,Hanoi,100000,Vũ Thạnh,26,VN,01,20000101,99991231,0.000000000000 ,0.000000000000 
100,750531BCE7BA1EDF91EAE92F3C1B0C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
